resume_text,skills,education,certifications,experience_years,job_title_similarity,label
"Experienced in Cybersecurity, Cybersecurity, and Cybersecurity. Holds a Bachelor's degree. Certified in AWS Certified. 1 years of experience.","SQL, Machine Learning, Data Analysis, Cloud Computing",Bachelor's,AWS Certified,0,0.33,1
"Experienced in Machine Learning, Marketing, and Deep Learning. Holds a High School degree. Certified in Google Data Analytics. 11 years of experience.","Data Analysis, Cloud Computing, Machine Learning, SQL",Master's,None,0,0.23,1
"Experienced in Project Management, Project Management, and Deep Learning. Holds a High School degree. Certified in None. 13 years of experience.","Java, Deep Learning",Master's,AWS Certified,5,0.58,0
"Experienced in Deep Learning, Project Management, and Cloud Computing. Holds a PhD degree. Certified in PMP. 11 years of experience.","Project Management, Data Analysis",Master's,Certified Ethical Hacker,18,0.46,0
"Experienced in Python, Data Analysis, and Cloud Computing. Holds a Master's degree. Certified in PMP. 10 years of experience.","Python, Marketing",PhD,PMP,1,0.51,1
"Experienced in Java, Marketing, and SQL. Holds a PhD degree. Certified in PMP. 7 years of experience.","Deep Learning, Machine Learning, Cybersecurity",Bachelor's,Certified Ethical Hacker,10,0.59,1
"Experienced in SQL, Machine Learning, and Deep Learning. Holds a Master's degree. Certified in Certified Ethical Hacker. 6 years of experience.","Cloud Computing, Java",Bachelor's,None,1,0.21,0
"Experienced in Project Management, Cybersecurity, and SQL. Holds a Bachelor's degree. Certified in None. 6 years of experience.","Deep Learning, Data Analysis, Machine Learning, Cloud Computing",Master's,AWS Certified,14,0.7,1
"Experienced in Java, Python, and Machine Learning. Holds a High School degree. Certified in None. 9 years of experience.","Project Management, Deep Learning, Marketing, Cloud Computing",Master's,AWS Certified,11,0.7,1
"Experienced in Python, SQL, and Deep Learning. Holds a High School degree. Certified in PMP. 9 years of experience.","Project Management, Cybersecurity, SQL, Deep Learning",High School,PMP,9,0.62,1
"Experienced in Java, Cybersecurity, and Python. Holds a High School degree. Certified in None. 4 years of experience.","Marketing, SQL, Project Management",Master's,AWS Certified,9,0.72,1
"Experienced in Data Analysis, Python, and Java. Holds a High School degree. Certified in AWS Certified. 7 years of experience.","Cybersecurity, Python",PhD,None,5,0.51,0
"Experienced in Data Analysis, Deep Learning, and Machine Learning. Holds a Master's degree. Certified in PMP. 10 years of experience.","Cybersecurity, Project Management, Data Analysis",Master's,Google Data Analytics,3,0.73,0
"Experienced in Python, Cybersecurity, and Data Analysis. Holds a Bachelor's degree. Certified in Google Data Analytics. 10 years of experience.","Project Management, Deep Learning",Bachelor's,Certified Ethical Hacker,4,0.36,1
"Experienced in Cybersecurity, Python, and Project Management. Holds a PhD degree. Certified in AWS Certified. 11 years of experience.","Cybersecurity, Data Analysis, SQL",Bachelor's,Google Data Analytics,4,0.54,1
"Experienced in Deep Learning, Deep Learning, and Python. Holds a High School degree. Certified in Certified Ethical Hacker. 2 years of experience.","Deep Learning, SQL, Cybersecurity",Bachelor's,Google Data Analytics,9,0.59,1
"Experienced in Java, Machine Learning, and Data Analysis. Holds a PhD degree. Certified in AWS Certified. 2 years of experience.","Deep Learning, Project Management",Bachelor's,AWS Certified,14,0.34,0
"Experienced in Project Management, SQL, and Java. Holds a Bachelor's degree. Certified in AWS Certified. 11 years of experience.","Project Management, Machine Learning, Deep Learning, Cloud Computing",Bachelor's,PMP,4,0.89,0
"Experienced in Python, Deep Learning, and Deep Learning. Holds a PhD degree. Certified in Google Data Analytics. 4 years of experience.","Python, Data Analysis, Java",High School,None,3,0.35,1
"Experienced in Java, Python, and Cloud Computing. Holds a Bachelor's degree. Certified in Google Data Analytics. 5 years of experience.","Machine Learning, Deep Learning",Bachelor's,Certified Ethical Hacker,14,0.52,1
"Experienced in SQL, Data Analysis, and Python. Holds a Master's degree. Certified in None. 1 years of experience.","Marketing, Project Management",Bachelor's,PMP,17,0.33,0
"Experienced in Python, Cloud Computing, and Data Analysis. Holds a Bachelor's degree. Certified in AWS Certified. 15 years of experience.","Cloud Computing, Data Analysis",Master's,Google Data Analytics,0,0.35,0
"Experienced in Machine Learning, Cybersecurity, and Cloud Computing. Holds a Master's degree. Certified in AWS Certified. 6 years of experience.","Data Analysis, Cybersecurity, Cloud Computing, Project Management",Bachelor's,Google Data Analytics,16,0.3,1
"Experienced in SQL, Cybersecurity, and Cloud Computing. Holds a Master's degree. Certified in Google Data Analytics. 10 years of experience.","Deep Learning, Data Analysis, SQL, Project Management",PhD,None,10,0.3,1
"Experienced in Java, Java, and Cloud Computing. Holds a High School degree. Certified in Certified Ethical Hacker. 3 years of experience.","Machine Learning, Cybersecurity, Cloud Computing, Marketing",Bachelor's,AWS Certified,16,0.36,0
"Experienced in Data Analysis, Data Analysis, and SQL. Holds a High School degree. Certified in None. 6 years of experience.","Cloud Computing, Python",Master's,None,2,0.33,0
"Experienced in Marketing, Python, and Java. Holds a High School degree. Certified in None. 1 years of experience.","Cloud Computing, Cybersecurity",Bachelor's,PMP,19,0.89,0
"Experienced in Cybersecurity, Cybersecurity, and Cybersecurity. Holds a Bachelor's degree. Certified in Certified Ethical Hacker. 8 years of experience.","Machine Learning, Cybersecurity, Deep Learning, Cloud Computing",Master's,None,1,0.29,1
"Experienced in Project Management, Data Analysis, and Cybersecurity. Holds a Master's degree. Certified in AWS Certified. 13 years of experience.","Data Analysis, Java",Master's,PMP,10,0.56,0
"Experienced in Machine Learning, Project Management, and Marketing. Holds a High School degree. Certified in Certified Ethical Hacker. 5 years of experience.","Cybersecurity, Project Management",Master's,PMP,19,0.69,0
"Experienced in Cloud Computing, Data Analysis, and Data Analysis. Holds a Bachelor's degree. Certified in Google Data Analytics. 12 years of experience.","Deep Learning, Python",Master's,AWS Certified,20,0.34,1
"Experienced in SQL, Marketing, and Marketing. Holds a Master's degree. Certified in PMP. 15 years of experience.","Data Analysis, Project Management, SQL, Cloud Computing",PhD,Google Data Analytics,0,0.7,1
"Experienced in Cloud Computing, Python, and Data Analysis. Holds a Bachelor's degree. Certified in Certified Ethical Hacker. 5 years of experience.","Java, Cybersecurity, Deep Learning",High School,Certified Ethical Hacker,17,0.86,0
"Experienced in SQL, SQL, and Project Management. Holds a PhD degree. Certified in PMP. 1 years of experience.","Data Analysis, SQL",Bachelor's,AWS Certified,4,0.83,0
"Experienced in Python, Machine Learning, and Java. Holds a PhD degree. Certified in None. 7 years of experience.","Deep Learning, Cloud Computing, Project Management",PhD,PMP,8,0.87,1
"Experienced in Java, Project Management, and Cloud Computing. Holds a Master's degree. Certified in Google Data Analytics. 12 years of experience.","Python, Marketing",High School,PMP,15,0.21,1
"Experienced in Project Management, SQL, and Deep Learning. Holds a Bachelor's degree. Certified in Certified Ethical Hacker. 9 years of experience.","Python, Data Analysis, Java",Master's,AWS Certified,0,0.41,0
"Experienced in Python, SQL, and SQL. Holds a PhD degree. Certified in Google Data Analytics. 4 years of experience.","Python, Machine Learning",Bachelor's,PMP,6,0.33,0
"Experienced in Project Management, Machine Learning, and Marketing. Holds a Bachelor's degree. Certified in AWS Certified. 14 years of experience.","Java, Cybersecurity",Master's,Google Data Analytics,5,0.34,0
"Experienced in Machine Learning, Cybersecurity, and Python. Holds a Bachelor's degree. Certified in Google Data Analytics. 5 years of experience.","Python, Cloud Computing, SQL",High School,AWS Certified,1,0.61,0
"Experienced in Deep Learning, Deep Learning, and Python. Holds a Bachelor's degree. Certified in Certified Ethical Hacker. 4 years of experience.","SQL, Machine Learning, Deep Learning",High School,None,3,0.38,0
"Experienced in Project Management, SQL, and Project Management. Holds a High School degree. Certified in Certified Ethical Hacker. 3 years of experience.","Python, Project Management",Bachelor's,PMP,0,0.31,1
"Experienced in SQL, Cybersecurity, and Project Management. Holds a High School degree. Certified in AWS Certified. 6 years of experience.","Cybersecurity, Machine Learning",High School,None,13,0.47,0
"Experienced in Deep Learning, Marketing, and Project Management. Holds a Bachelor's degree. Certified in PMP. 5 years of experience.","Deep Learning, Machine Learning",Bachelor's,Google Data Analytics,18,0.8,0
"Experienced in Python, Project Management, and Machine Learning. Holds a High School degree. Certified in AWS Certified. 4 years of experience.","Deep Learning, Marketing, SQL, Java",Bachelor's,Google Data Analytics,5,0.81,1
"Experienced in Data Analysis, Deep Learning, and Data Analysis. Holds a PhD degree. Certified in Certified Ethical Hacker. 10 years of experience.","Deep Learning, Data Analysis",Bachelor's,AWS Certified,19,0.67,1
"Experienced in Project Management, Project Management, and Deep Learning. Holds a PhD degree. Certified in PMP. 6 years of experience.","Machine Learning, Marketing, Deep Learning, Python",Master's,AWS Certified,18,0.79,0
"Experienced in Data Analysis, Data Analysis, and Deep Learning. Holds a High School degree. Certified in Google Data Analytics. 8 years of experience.","Marketing, Python, Data Analysis, Deep Learning",Bachelor's,None,7,0.33,1
"Experienced in Machine Learning, Cloud Computing, and Data Analysis. Holds a High School degree. Certified in Google Data Analytics. 8 years of experience.","Data Analysis, Marketing, Java",PhD,PMP,19,0.52,1
"Experienced in Machine Learning, Marketing, and Project Management. Holds a PhD degree. Certified in None. 13 years of experience.","Marketing, Cloud Computing, SQL",High School,PMP,8,0.39,0
"Experienced in Project Management, Python, and SQL. Holds a Bachelor's degree. Certified in Certified Ethical Hacker. 9 years of experience.","Marketing, Project Management",High School,Google Data Analytics,17,0.57,1
"Experienced in SQL, Deep Learning, and Data Analysis. Holds a High School degree. Certified in Google Data Analytics. 2 years of experience.","Java, SQL, Marketing",Master's,AWS Certified,0,0.64,1
"Experienced in Cybersecurity, Python, and SQL. Holds a High School degree. Certified in Google Data Analytics. 5 years of experience.","Machine Learning, Deep Learning",High School,Certified Ethical Hacker,1,0.27,1
"Experienced in Python, Machine Learning, and Data Analysis. Holds a PhD degree. Certified in None. 3 years of experience.","Data Analysis, Marketing, Python, Java",Bachelor's,AWS Certified,5,0.85,1
"Experienced in Data Analysis, Machine Learning, and Cloud Computing. Holds a Bachelor's degree. Certified in None. 14 years of experience.","Project Management, Machine Learning, Data Analysis, SQL",Bachelor's,PMP,8,0.49,0
"Experienced in Java, Deep Learning, and Cybersecurity. Holds a PhD degree. Certified in None. 14 years of experience.","Python, SQL",Bachelor's,Google Data Analytics,11,0.63,0
"Experienced in Project Management, Cloud Computing, and Data Analysis. Holds a High School degree. Certified in PMP. 9 years of experience.","Data Analysis, Cloud Computing, Marketing",PhD,PMP,18,0.85,1
"Experienced in Python, Cloud Computing, and SQL. Holds a Bachelor's degree. Certified in Certified Ethical Hacker. 7 years of experience.","Marketing, Cybersecurity",Bachelor's,PMP,6,0.38,1
"Experienced in Deep Learning, SQL, and Java. Holds a High School degree. Certified in Certified Ethical Hacker. 12 years of experience.","Deep Learning, Python, Data Analysis, Project Management",High School,PMP,20,0.32,1
"Experienced in Data Analysis, SQL, and Marketing. Holds a High School degree. Certified in Certified Ethical Hacker. 2 years of experience.","Data Analysis, Java, Python, Cloud Computing",Bachelor's,Certified Ethical Hacker,6,0.76,1
"Experienced in Project Management, Marketing, and Cybersecurity. Holds a High School degree. Certified in Google Data Analytics. 4 years of experience.","Machine Learning, Project Management",High School,PMP,2,0.84,0
"Experienced in Data Analysis, Deep Learning, and Java. Holds a PhD degree. Certified in Certified Ethical Hacker. 1 years of experience.","Cloud Computing, Deep Learning, Project Management",Master's,Google Data Analytics,7,0.53,0
"Experienced in SQL, Marketing, and Data Analysis. Holds a High School degree. Certified in Certified Ethical Hacker. 5 years of experience.","Cloud Computing, Machine Learning, SQL, Java",PhD,PMP,8,0.58,0
